        lS     MSdm       omega
4.44446     43.6351    0.000318
3.16038     88.613     0.0012
6.86924     90.2923    0.000308
5.41686     66.193     9.04e-06
8.98143     30.5097    0.00112
0.637219    50.8819    0.00249
5.87588     26.6415    0.000722
6.23121     27.6508    0.000737
9.79794     50.1511    0.000581
0.500262    60.0884    2.07e-05
9.18749     47.6377    0.000607
0.782754    23.9587    0.0123
5.45851     68.2522    1.99e-05
6.95072     62.4389    2.12e-06
1.43158     76.0515    0.00132
0.0341823   77.0994    1.7
1.06076     99.9721    0.0222
3.08638     30.4777    0.000811
7.40705     94.5742    0.000367
5.43458     75.4816    9.46e-05
4.55588     49.2775    0.000208
4.4433      45.6904    0.000276
8.47671     70.5972    1.61e-05
8.85947     94.1535    0.000252
0.57747     63.6823    0.000108
2.36607     23.2995    0.00153
7.28994     96.9139    0.000445
5.94153     58.4207    8.28e-05
7.9074      92.8933    0.000287
4.16591     82.4989    0.00016
4.21832     70.4937    6.09e-05
6.69884     52.8497    0.000237
6.49927     91.2535    0.00037
9.20267     24.0861    0.00135
1.45123     51.6824    0.000457
8.91959     56.863     0.000237
5.46899     45.3646    0.000322
7.39572     41.8571    0.000566
3.2824      99.1907    0.00241
0.968744    21.1313    0.00906
8.73135     20.0605    0.00136
8.40332     73.2083    2.82e-05
8.49256     47.4637    0.000534
4.10985     24.9096    0.000745
4.53886     66.41      1.41e-05
3.50565     36.0155    0.000543
7.57792     74.8029    4.51e-05
6.52544     63.1103    3.45e-07
2.90488     72.5548    0.000195
1.64209     38.0133    0.00154
1.87425     39.7451    0.00106
0.145656    86.8993    0.384
5.73919     39.6398    0.000454
9.0372      27.7366    0.00121
1.95565     21.8618    0.00232
4.52211     53.3347    0.000134
1.94594     66.8386    8.83e-05
0.0266564   62.8965    0.00956
7.66119     55.4894    0.00022
0.543902    38.8274    0.012
9.7672      27.3642    0.00139
1.39549     23.4452    0.00417
4.21516     21.588     0.000813
4.45395     67.7988    2.54e-05
4.98372     21.9292    0.00077
6.0187      90.3184    0.000398
5.54534     76.3358    0.0001
9.40965     60.531     9.67e-05
2.27252     99.44      0.00496
2.11107     63.0649    2.85e-06
4.40789     96.9796    0.00118
3.92539     67.7342    3.17e-05
5.31653     34.2094    0.000535
8.16799     44.1721    0.000596
9.12187     99.7799    0.000346
7.88148     29.1254    0.000944
8.56847     52.5732    0.000373
9.3464      73.0831    2.24e-05
7.98555     83.7114    8.97e-05
6.77957     57.3465    0.000132
8.13922     62.8667    1.09e-07
7.86873     23.6826    0.00107
2.15361     39.8377    0.00081
1.01829     80.3532    0.00145
8.67427     52.0309    0.000401
7.40397     60.7672    5.42e-05
6.10718     32.2517    0.000633
7.00267     55.0904    0.000198
2.38276     21.0284    0.00163
8.24392     81.3094    2.89e-05
2.55512     71.0842    0.000185
2.92849     70.8301    0.000134
0.608359    34.0584    0.0129
3.19979     28.9821    0.000823
2.72118     93.3264    0.00232
6.68935     43.9505    0.000443
3.69968     23.769     0.000841
7.08262     36.7998    0.000647
1.0545      38.0432    0.00359
1.95747     22.1446    0.00229
0.00942022  36.8329   28.5
8.56033     57.1918    0.000208
3.17369     62.4555    5.67e-07
2.72946     99.8117    0.00357
8.01968     38.1749    0.000741
3.83059     56.9521    6.25e-05
4.30762     83.2707    0.000224
5.19504     87.6488    0.000423
6.08739     45.4119    0.000361
6.54201     72.595     4.08e-05
1.41498     22.628     0.00418
9.59709     60.508     0.000102
7.64672     29.9982    0.000883
9.43254     97.2364    0.000277
6.23604     27.762     0.000735
8.84641     52.6986    0.000391
3.81673     71.9862    0.000103
5.26739     78.8443    9.96e-05
7.38589     33.0683    0.000773
1.21706     60.9851    5.83e-06
6.79336     21.358     0.000942
1.55888     93.7202    0.00698
6.91239     28.0844    0.000813
5.18869     87.9116    0.000434
1.79633     41.0828    0.00104
1.99218     94.0793    0.00447
7.30624     53.7439    0.00025
4.63055     96.973     0.00107
0.327699    26.9826    0.0577
4.4672      23.9319    0.000738
1.27754     92.5068    0.00937
8.70062     21.0736    0.00132
1.26002     90.0877    0.00798
8.70518     46.563     0.000587
1.94544     48.2296    0.000441
8.09174     82.6872    4.75e-05
0.267957    43.0093    0.0336
2.7005      86.3563    0.00133
0.58793     79.9792    0.00425
2.6009      95.4618    0.00295
3.03487     77.5787    0.000338
9.04211     20.1806    0.00144
5.85294     89.5761    0.000396
0.203119    44.9566    0.0474
6.30135     86.4853    0.000263
6.84574     30.0665    0.000762
3.66969     46.7744    0.000255
2.09759     95.5405    0.00449
9.65533     57.3769    0.000252
2.0012      43.287     0.000708
3.87349     59.9935    2.47e-05
3.00136     29.8029    0.000867
6.21914     82.2598    6.64e-05
9.22037     85.4317    0.000114
7.23123     76.2862    5.99e-05
5.53785     72.2461    5.27e-05
2.92711     61.502     6.08e-06
1.86851     30.0505    0.00184
7.65999     30.9993    0.000862
6.79342     46.9231    0.000384
3.74932     32.6304    0.0006
2.54876     59.3223    2.26e-05
0.494539    43.3623    0.0101
1.75086     47.8329    0.000567
9.7519      30.7355    0.00128
3.90381     74.4314    0.000154
4.02355     36.1677    0.000489
4.08334     68.4761    3.75e-05
6.28261     32.9618    0.000636
9.14762     23.8014    0.00135
0.559755    72.9846    0.00511
9.47049     40.8429    0.000887
2.67035     48.4057    0.000282
2.43482     49.0135    0.000296
9.03415     24.4829    0.0013
6.82886     41.3192    0.000516
8.67132     80.2186    2.26e-05
8.85917     29.8821    0.00111
7.18936     23.6864    0.000951
8.23033     85.9155    0.000149
2.96931     71.8218    0.000162
7.83034     83.9969    0.000107
4.6539      66.1444    1.19e-05
3.19553     41.9285    0.000416
4.65763     42.7598    0.000339
1.39313     42.2822    0.00154
3.31066     56.8572    5.85e-05
7.66576     85.0148    0.000157
6.48558     23.6154    0.000849
5.15682     67.7451    1.87e-05
5.24833     54.211     0.000141
8.05937     28.6813    0.000987
6.40527     55.5296    0.00016
8.0684      27.4553    0.00102
1.76998     64.6863    3.25e-05
6.69418     75.8949    6.66e-05
3.62345     36.1434    0.000524
0.648846    93.9123    0.0382
8.65463     30.2699    0.00106
4.92031     25.5538    0.000694
3.39334     47.4996    0.000248
9.90101     75.6921    3.05e-05
2.11649     26.0297    0.00171
9.96197     22.4347    0.0016
2.61548     83.418     0.000657
6.05509     79.521     5.86e-05
7.61212     87.7823    0.000205
3.96638     23.6024    0.000796
1.69075     42.2796    0.00107
1.72984     95.0976    0.0063
4.85778     42.6938    0.000346
6.29878     85.5236    0.000241
4.90045     53.9389    0.000134
1.12632     98.3378    0.0179
3.64798     55.6536    7.97e-05
9.73862     72.5956    1.89e-05
6.83623     80.8308    3.77e-05
4.16986     21.6924    0.000816
7.12279     97.8604    0.000496
7.46076     75.7686    5.32e-05
0.360766    22.7136    0.0561
5.77682     91.9444    0.000489
7.3717      68.2088    1.09e-05
9.75101     46.9567    0.000703
5.92867     65.4646    5.16e-06
1.83867     57.8267    5.24e-05
7.42416     32.1512    0.000799
4.55141     35.7824    0.000483
9.4543      32.9956    0.00114
0.425223    75.2935    0.0125
3.61655     21.6388    0.000921
9.7036      86.4195    0.000113
7.0043      62.437     2.2e-06
5.31795     42.1742    0.000377
1.28776     37.1209    0.0026
4.78544     60.6682    2.54e-05
3.56744     98.4181    0.00195
3.93457     67.9524    3.4e-05
0.553277    49.4686    0.00409
2.30137     82.6818    0.00055
8.18805     28.5678    0.00101
2.13797     76.5447    0.00064
8.56414     95.7805    0.000302
0.610738    91.8736    0.0369
9.78126     57.3463    0.000259
4.37683     27.1024    0.000673
0.197808    34.978     0.104
9.96204     99.8759    0.000294
3.55751     44.1324    0.000323
4.45081     42.8531    0.000334
4.41167     73.6171    0.000106
2.16303     69.9831    0.000196
0.663066    56.6599    0.000366
1.90419     90.7131    0.00379
6.34746     68.6135    1.66e-05
5.45456     38.5321    0.000457
7.17717     48.1602    0.000386
4.69021     98.0681    0.00113
7.80076     79.2462    4.09e-05
8.64064     50.8541    0.000439
6.39094     44.6728    0.000401
7.28867     31.2444    0.000799
9.42241     44.0834    0.000766
8.72429     44.8093    0.000646
2.78612     38.03      0.000639
2.29974     83.1804    0.00072
5.63731     56.4186    0.000113
3.77312     63.7954    3.17e-06
2.82212     47.2507    0.0003
1.09399     99.6618    0.0206
7.19965     25.5411    0.000911
3.7544      73.4232    0.00014
5.86753     78.3851    8.95e-05
3.04709     70.2252    0.000107
4.67643     88.3565    0.000551
8.37124     75.9072    4.33e-05
3.80597     45.6814    0.000277
0.980799    69.2207    0.000742
6.50982     73.3102    4.71e-05
3.17384     57.3143    5.1e-05
2.22484     51.425     0.000224
6.99703     25.2349    0.000887
0.274246    24.9076    0.0873
1.74562     65.4543    5.56e-05
5.6374      31.7546    0.000603
9.69196     73.0127    2.06e-05
0.601507    47.5759    0.0045
0.926181    56.3527    0.000272
7.50902     56.6285    0.000179
9.92286     65.2314    1.64e-06
3.52061     46.8914    0.000257
9.0198      97.6269    0.000309
5.63438     66.838     1.12e-05
9.04856     33.7872    0.00104
8.06835     89.2909    0.000208
3.24042     31.5168    0.00073
4.0962      72.5714    0.000101
6.45599     52.1043    0.000241
6.58303     42.6977    0.000461
6.30401     66.3695    7.31e-06
0.864674    57.3197    0.000178
2.978       91.3203    0.00168
0.389493    29.9212    0.0368
2.01564     60.4507    1.05e-05
1.53556     84.7627    0.00341
9.38107     70.8889    1.42e-05
1.43387     71.7733    0.000655
0.320344    22.4632    0.0709
4.62915     26.2863    0.000681
0.563848    74.9113    0.00689
1.89957     37.259     0.00122
7.0404      54.2332    0.000222
2.9575      23.869     0.00109
1.397       76.4767    0.00144
0.986994    45.9111    0.00212
3.72332     39.2448    0.000435
1.81187     55.0136    0.00014
8.05758     69.7618    1.44e-05
0.145803    25.9459    0.278
0.568226    47.0091    0.00536
6.30366     39.9097    0.000495
8.01281     97.982     0.000398
7.43        26.6154    0.000925
0.791869    65.8233    0.000317
0.931169    57.6827    0.000129
7.69631     87.5743    0.000197
9.31104     33.5592    0.00109
9.92128     20.7521    0.00165
3.88766     72.4466    0.000109
3.01957     72.7086    0.000187
7.01162     68.4931    1.32e-05
7.13338     34.4371    0.000707
3.94377     27.7608    0.000697
5.55842     84.656     0.000281
9.79536     73.2168    2.1e-05
0.742717    63.2383    3.26e-05
3.81415     61.7598    7.07e-06
4.73303     35.6639    0.000486
6.12315     54.4473    0.000172
5.92487     74.0588    6.45e-05
5.28042     43.6452    0.000346
4.10442     91.3233    0.000903
1.14054     65.5094    0.000131
8.18202     64.3277    1.21e-06
2.89303     27.3909    0.000968
4.82964     63.5875    1.48e-06
5.20066     42.6677    0.000361
8.51187     98.7297    0.000372
6.55545     43.1474    0.000449
5.91163     80.3347    4.76e-05
8.47952     27.8806    0.00109
6.43535     23.6887    0.000841
2.53311     91.628     0.00235
5.02592     77.0409    0.000128
0.719281    82.1811    0.00429
7.05896     58.8972    0.0001
4.78587     94.4586    0.000847
5.69495     71.6821    4.44e-05
0.00136777  48.3422   50.1
1.94915     69.1712    0.000193
9.94101     74.9067    2.71e-05
5.20594     80.299     6.09e-05
2.18529     39.9711    0.00078
2.46086     24.8092    0.00134
5.05673     32.4552    0.000558
6.15765     24.5791    0.000791
4.13981     75.7121    0.000165
5.19303     47.2621    0.00027
3.84607     93.6201    0.00122
0.655794    70.6598    0.00233
7.16466     72.4921    3.36e-05
5.91368     66.7392    9.75e-06
5.38206     41.8455    0.000387
3.72558     22.6953    0.000864
2.22209     27.0449    0.0015
4.66965     45.4143    0.000286
2.56637     22.8421    0.00133
6.3038      23.8049    0.000823
4.95353     23.1067    0.000745
8.06601     20.3077    0.0012
1.99504     83.2324    0.000994
7.40371     22.4483    0.00102
0.383217    31.1671    0.0359
0.0434566   20.0834    3.31
4.25061     48.4129    0.000218
6.74308     44.4422    0.000437
2.31747     92.3898    0.00295
2.26775     98.9646    0.00484
9.5254      56.4795    0.000285
0.589779    77.5281    0.0077
2.22599     38.1489    0.000853
0.649673    77.3787    0.00643
5.37967     75.0702    9.11e-05
1.80523     45.3404    0.000709
6.94992     84.3834    0.000167
8.27329     81.6536    3.16e-05
5.98652     72.9645    5.2e-05
9.01152     58.5526    0.000173
8.36746     66.2833    4.04e-06
7.87984     37.4155    0.00074
9.33233     67.2315    4.89e-06
1.92007     92.1699    0.00417
5.73765     42.0982    0.000405
8.82639     72.5353    2.26e-05
4.54245     75.5162    0.000134
3.45184     53.6268    0.000114
4.75249     81.8428    9.75e-05
2.87434     41.5983    0.000483
9.46266     86.605     0.000121
7.00241     43.4672    0.000485
0.497984    44.0106    0.00944
1.32639     91.8885    0.00832
3.81491     36.5787    0.000494
9.9796      83.8168    6.1e-05
8.14762     73.9103    3.39e-05
4.38052     99.962     0.00144
0.367503    35.5356    0.0311
6.90885     39.8699    0.000558
7.66863     32.8977    0.000819
1.61881     32.1618    0.0022
7.343       39.163     0.000625
1.1545      79.6945    0.0013
2.64138     58.2126    3.69e-05
5.53599     56.3317    0.000112
0.114123    95.3716    1.18
9.85744     97.9573    0.000266
3.23007     56.0075    7.14e-05
6.22608     99.3931    0.000708
0.54045     93.7884    0.0538
4.99945     28.4342    0.000637
4.93697     90.267     0.000581
0.388312    28.0083    0.0401
1.66317     57.3401    7.04e-05
7.99922     26.0504    0.00104
1.37166     40.5367    0.00182
5.61602     74.2677    7.4e-05
5.51867     43.9258    0.000353
8.17006     94.4021    0.0003
8.82939     70.6508    1.51e-05
6.23281     40.0162    0.000487
7.73979     57.4484    0.000164
3.61669     57.3562    5.41e-05
8.9583      69.0773    9.75e-06
5.06719     23.0336    0.000748
2.14954     56.6838    7.21e-05
3.66046     37.2053    0.000492
0.653381    63.8411    0.000103
0.0986042   30.6321    0.481
3.97592     93.2495    0.00111
9.50049     98.0398    0.000288
9.26166     69.4289    1.01e-05
3.44661     28.6562    0.000763
6.57509     37.8932    0.000565
7.41151     77.9452    6.02e-05
6.79842     36.4945    0.00062
8.79084     60.6077    8.18e-05
2.11698     30.1404    0.00145
7.68308     98.3706    0.000443
3.96445     62.1332    4.02e-06
5.03573     79.6616    7.74e-05
8.71892     42.4383    0.00072
9.47568     37.4653    0.001
3.92238     36.2769    0.000493
5.09864     33.7125    0.000535
4.61344     76.8284    0.000149
3.4842      79.97      0.000136
5.84578     80.6865    5.01e-05
1.67259     34.5901    0.00182
2.98089     77.522     0.00035
9.68147     45.3363    0.000756
1.99223     63.1639    4.02e-06
6.09883     83.2255    0.000111
5.14444     42.8543    0.000355
4.94968     73.7694    8.69e-05
1.55266     51.0749    0.000446
5.34197     92.4082    0.00059
3.93426     23.9107    0.000793
6.66212     20.2987    0.000948
4.85948     66.335     1.19e-05
6.71973     35.9985    0.000621
1.83203     47.6236    0.000533
9.82238     37.1769    0.00108
8.99283     59.636     0.000127
4.42623     88.9027    0.000642
5.57883     29.0236    0.000652
5.23849     24.0124    0.000733
9.15184     94.8558    0.000249
5.57483     39.4559    0.000447
3.42675     28.4096    0.000775
3.78747     72.6093    0.000118
8.84756     94.8002    0.000265
2.00512     53.4474    0.000175
6.04416     51.8968    0.000222
1.52774     48.8255    0.000646
1.43153     92.7075    0.00764
1.23296     25.545     0.00489
3.22117     67.973     5.05e-05
5.11987     57.1223    8.59e-05
1.78086     44.3532    0.000802
0.141249    77.0775    0.117
9.55935     80.4177    1.88e-05
6.66919     36.5844    0.000603
7.69553     95.9824    0.000377
4.96342     70.5378    4.49e-05
8.2204      25.684     0.00109
7.38881     46.7758    0.000441
0.166117    67.0409    0.0113
7.29986     67.2064    7.81e-06
7.8351      37.7516    0.000725
5.02802     21.8672    0.000772
8.59463     92.9593    0.000245
2.24548     48.7623    0.000316
3.99474     90.6714    0.000904
0.266547    36.0008    0.0558
5.48679     44.0368    0.000349
5.23996     58.7061    6.2e-05
4.08813     37.8219    0.000448
5.76354     87.6083    0.000345
